customer_id,first_purchase_date,last_purchase_date,frequency_orders,monetary_value_gbp,average_order_value_gbp,median_order_value_gbp,total_units,average_distinct_products_per_order,active_months,primary_country,recency_days,tenure_days,average_days_between_orders,cancellation_orders,refund_value_gbp,cancellation_rate,snapshot_date,r_score,f_score,m_score,rfm_code,rfm_score,segment
12871,2010-09-26 10:34:00,2011-09-16 15:07:00,3,744.02,248.00666666666666,248.64,484.0,6.0,3,United Kingdom,85,356,177.59479166666665,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12872,2009-12-03 20:03:00,2011-01-17 10:52:00,12,3283.96,273.66333333333336,277.31500000000005,1642.0,32.166666666666664,12,United Kingdom,327,411,37.23794191919192,1.0,7.15,0.07692307692307693,2011-12-10 00:00:00,2,5,5,255,4.0,At Risk
12873,2010-01-27 09:50:00,2011-03-02 14:58:00,3,2027.3000000000002,675.7666666666668,492.4,786.0,11.666666666666666,3,United Kingdom,283,400,199.60694444444445,0.0,0.0,0.0,2011-12-10 00:00:00,2,3,4,234,3.0,At Risk
12874,2010-06-03 12:51:00,2010-11-19 15:23:00,2,873.4200000000001,436.71000000000004,436.71000000000004,618.0,23.0,2,Belgium,386,170,169.10555555555555,1.0,15.0,0.3333333333333333,2011-12-10 00:00:00,2,2,3,223,2.33,Hibernating
12875,2010-01-11 12:37:00,2011-07-19 15:30:00,5,1356.99,271.398,305.28000000000003,5187.0,1.6,5,United Kingdom,144,555,138.53003472222224,0.0,0.0,0.0,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12876,2010-04-28 13:26:00,2011-10-13 12:26:00,4,3751.79,937.9475,849.385,3025.0,41.5,4,Belgium,58,534,177.6527777777778,1.0,13.2,0.2,2011-12-10 00:00:00,4,3,5,435,4.0,Loyal Customers
12877,2010-01-18 10:23:00,2011-12-06 10:30:00,20,2942.14,147.107,100.77000000000001,2237.0,13.6,18,United Kingdom,4,688,36.15815058479532,0.0,0.0,0.0,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12878,2011-03-18 14:02:00,2011-04-17 13:07:00,2,854.99,427.495,427.495,547.0,23.5,2,United Kingdom,237,31,29.961805555555557,1.0,13.35,0.3333333333333333,2011-12-10 00:00:00,2,2,3,223,2.33,Hibernating
12879,2011-09-09 12:11:00,2011-10-26 12:24:00,3,573.22,191.07333333333335,140.5,370.0,3.3333333333333335,2,United Kingdom,45,48,23.504513888888887,1.0,20.65,0.25,2011-12-10 00:00:00,4,3,2,432,3.0,Loyal Customers
12880,2010-05-14 11:57:00,2010-11-23 10:50:00,2,640.13,320.065,320.065,279.0,18.0,2,United Kingdom,382,194,192.95347222222225,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,3,223,2.33,Hibernating
12881,2011-03-09 11:44:00,2011-03-09 11:44:00,1,298.0,298.0,298.0,21.0,7.0,1,United Kingdom,276,1,276.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,2,212,1.67,Hibernating
12882,2011-11-06 11:22:00,2011-11-30 16:18:00,2,1463.04,731.52,731.52,246.0,6.5,1,United Kingdom,10,25,24.20555555555556,0.0,0.0,0.0,2011-12-10 00:00:00,5,2,4,524,3.67,New or Promising
12883,2011-09-11 15:18:00,2011-11-15 09:32:00,4,703.47,175.8675,189.64499999999998,196.0,10.5,2,United Kingdom,25,66,21.586574074074075,0.0,0.0,0.0,2011-12-10 00:00:00,4,3,3,433,3.33,Loyal Customers
12884,2011-09-12 13:10:00,2011-09-12 13:10:00,1,309.05,309.05,309.05,43.0,7.0,1,United Kingdom,89,1,89.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,2,312,2.0,Potential Loyalists
12885,2011-08-08 11:45:00,2011-10-07 13:40:00,3,1175.22,391.74,519.47,655.0,23.666666666666668,2,United Kingdom,64,61,30.039930555555557,1.0,16.95,0.25,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12886,2011-05-04 11:21:00,2011-10-03 10:09:00,2,1378.4,689.2,689.2,770.0,41.0,2,United Kingdom,68,153,151.95,1.0,27.31,0.3333333333333333,2011-12-10 00:00:00,3,2,4,324,3.0,Potential Loyalists
12887,2010-11-21 11:18:00,2010-11-21 11:18:00,1,222.4,222.4,222.4,100.0,13.0,1,United Kingdom,384,1,384.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12888,2011-03-29 14:31:00,2011-05-09 16:02:00,2,354.12,177.06,177.06,76.0,2.5,2,United Kingdom,215,42,41.06319444444444,2.0,40.35,0.5,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12889,2010-07-25 14:32:00,2010-11-23 16:08:00,4,385.46,96.365,85.505,124.0,6.25,4,United Kingdom,382,122,40.355555555555554,2.0,19.8,0.3333333333333333,2011-12-10 00:00:00,2,3,2,232,2.33,At Risk
12890,2010-11-17 14:05:00,2011-11-15 17:26:00,2,706.02,353.01,353.01,457.0,67.0,2,United Kingdom,25,364,363.13958333333335,0.0,0.0,0.0,2011-12-10 00:00:00,4,2,3,423,3.0,New or Promising
12891,2010-02-18 14:32:00,2011-06-07 12:31:00,11,840.5,76.4090909090909,63.0,2325.0,1.0,9,United Kingdom,186,475,47.391597222222224,1.0,21.0,0.08333333333333333,2011-12-10 00:00:00,3,5,3,353,3.67,Loyal Customers
12892,2010-11-08 09:51:00,2010-11-08 09:51:00,1,263.38,263.38,263.38,140.0,18.0,1,United Kingdom,397,1,397.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12893,2011-11-09 12:34:00,2011-11-09 12:34:00,1,176.55,176.55,176.55,90.0,27.0,1,United Kingdom,31,1,31.0,0.0,0.0,0.0,2011-12-10 00:00:00,4,1,1,411,2.0,New or Promising
12894,2010-05-13 14:47:00,2010-05-13 14:47:00,1,157.35,157.35,157.35,33.0,21.0,1,United Kingdom,576,1,576.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12895,2011-09-14 08:35:00,2011-10-28 13:51:00,2,372.8,186.4,186.4,210.0,11.0,2,United Kingdom,43,45,44.21944444444445,1.0,25.5,0.3333333333333333,2011-12-10 00:00:00,4,2,2,422,2.67,New or Promising
12897,2010-06-14 11:58:00,2011-05-19 12:13:00,4,514.25,128.5625,116.47500000000001,249.0,3.5,4,United Kingdom,205,340,113.00347222222221,0.0,0.0,0.0,2011-12-10 00:00:00,2,3,2,232,2.33,At Risk
12898,2010-02-18 12:36:00,2010-09-02 08:08:00,2,296.21,148.105,148.105,235.0,13.5,2,United Kingdom,464,197,195.8138888888889,0.0,0.0,0.0,2011-12-10 00:00:00,1,2,2,122,1.67,Hibernating
12899,2010-10-22 09:53:00,2010-10-22 09:53:00,1,366.4,366.4,366.4,108.0,17.0,1,United Kingdom,414,1,414.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12900,2010-10-13 15:17:00,2010-10-13 15:17:00,1,340.33,340.33,340.33,139.0,13.0,1,United Kingdom,423,1,423.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12901,2011-03-14 10:41:00,2011-12-01 10:07:00,28,17654.54,630.5192857142857,446.25,23075.0,4.142857142857143,10,United Kingdom,9,263,9.702829218106997,8.0,1361.44,0.2222222222222222,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12902,2011-03-20 12:06:00,2011-03-20 12:06:00,1,138.68,138.68,138.68,66.0,10.0,1,United Kingdom,265,1,265.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12903,2010-10-07 12:39:00,2010-10-07 12:39:00,1,833.53,833.53,833.53,493.0,41.0,1,United Kingdom,429,1,429.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,3,113,1.67,Hibernating
12904,2011-06-20 13:18:00,2011-11-21 14:34:00,2,496.06,248.03,248.03,294.0,33.5,2,United Kingdom,19,155,154.05277777777778,0.0,0.0,0.0,2011-12-10 00:00:00,5,2,2,522,3.0,New or Promising
12905,2010-01-26 14:06:00,2010-05-12 10:05:00,2,1018.42,509.21,509.21,532.0,27.0,2,United Kingdom,577,107,105.8326388888889,1.0,6.6,0.3333333333333333,2011-12-10 00:00:00,1,2,3,123,2.0,Hibernating
12906,2011-09-22 15:03:00,2011-11-28 09:55:00,5,2919.81,583.962,389.73,1749.0,12.6,2,United Kingdom,12,68,16.696527777777778,0.0,0.0,0.0,2011-12-10 00:00:00,5,4,5,545,4.67,Champions
12907,2010-08-02 14:33:00,2010-11-09 12:08:00,2,508.90999999999997,254.45499999999998,254.45499999999998,177.0,12.5,2,United Kingdom,396,100,98.89930555555556,1.0,68.55,0.3333333333333333,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12908,2010-03-19 15:59:00,2011-06-16 15:39:00,5,1776.0,355.2,318.0,3000.0,1.0,5,United Kingdom,177,455,113.49652777777777,2.0,504.0,0.2857142857142857,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12909,2010-02-24 12:14:00,2011-10-31 12:43:00,8,3103.19,387.89875,325.15,1948.0,19.625,7,United Kingdom,40,615,87.71716269841271,5.0,68.42,0.38461538461538464,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12910,2010-03-28 13:10:00,2011-11-16 14:28:00,13,5796.52,445.8861538461539,408.66,3632.0,10.538461538461538,10,United Kingdom,24,599,49.83784722222222,1.0,49.5,0.07142857142857142,2011-12-10 00:00:00,4,5,5,455,4.67,Champions
12911,2010-06-06 12:13:00,2010-06-06 12:13:00,1,1651.72,1651.72,1651.72,807.0,220.0,1,United Kingdom,552,1,552.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,4,114,2.0,Hibernating
12912,2011-10-30 11:35:00,2011-12-07 08:55:00,5,1662.3000000000002,332.46000000000004,318.06,670.0,4.8,3,United Kingdom,3,39,9.472222222222223,0.0,0.0,0.0,2011-12-10 00:00:00,5,4,4,544,4.33,Champions
12913,2009-12-01 12:18:00,2011-12-05 12:11:00,13,6283.240000000001,483.3261538461539,417.62,3086.0,7.076923076923077,11,United Kingdom,5,735,61.16626157407407,0.0,0.0,0.0,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12914,2010-11-04 12:28:00,2010-11-04 12:28:00,1,223.98,223.98,223.98,336.0,9.0,1,United Kingdom,401,1,401.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12915,2010-04-29 19:36:00,2011-07-14 11:34:00,4,975.1,243.775,202.97500000000002,411.0,15.0,4,United Kingdom,149,442,146.88842592592593,4.0,89.9,0.5,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12916,2010-01-24 11:26:00,2011-07-24 10:35:00,7,4479.73,639.9614285714285,663.2,1681.0,23.428571428571427,7,United Kingdom,139,547,90.99409722222221,1.0,23.8,0.125,2011-12-10 00:00:00,3,4,5,345,4.0,Loyal Customers
12917,2009-12-09 14:22:00,2011-08-03 16:42:00,6,4359.2,726.5333333333333,594.0,1104.0,8.333333333333334,5,United Kingdom,129,603,120.41944444444444,2.0,29.7,0.25,2011-12-10 00:00:00,3,4,5,345,4.0,Loyal Customers
12919,2011-06-23 09:22:00,2011-12-01 13:47:00,6,1335.19,222.53166666666667,237.85999999999999,673.0,8.333333333333334,5,United Kingdom,9,162,32.23680555555556,2.0,33.75,0.25,2011-12-10 00:00:00,5,4,4,544,4.33,Champions
12920,2009-12-14 15:58:00,2011-11-22 15:05:00,4,486.64,121.66,125.64,420.0,14.75,3,United Kingdom,18,709,235.98773148148146,0.0,0.0,0.0,2011-12-10 00:00:00,5,3,2,532,3.33,Loyal Customers
12921,2009-12-01 13:43:00,2011-11-30 16:22:00,74,35233.24,476.12486486486483,465.56,21328.0,20.256756756756758,23,United Kingdom,10,730,9.987813926940639,29.0,1281.59,0.2815533980582524,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12922,2011-07-01 15:35:00,2011-07-01 15:35:00,1,405.38,405.38,405.38,370.0,28.0,1,United Kingdom,162,1,162.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,2,312,2.0,Potential Loyalists
12923,2010-05-13 14:55:00,2011-10-06 16:20:00,3,769.17,256.39,171.57,229.0,19.666666666666668,3,United Kingdom,65,512,255.5295138888889,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12924,2009-12-09 12:40:00,2011-09-12 13:55:00,12,2461.45,205.1208333333333,148.105,1422.0,5.75,10,United Kingdom,89,643,58.36837121212122,2.0,46.25,0.14285714285714285,2011-12-10 00:00:00,3,5,4,354,4.0,Loyal Customers
12925,2010-04-26 10:32:00,2011-12-05 11:11:00,3,729.3299999999999,243.10999999999999,325.74,649.0,16.666666666666668,3,United Kingdom,5,589,294.0135416666667,0.0,0.0,0.0,2011-12-10 00:00:00,5,3,3,533,3.67,Loyal Customers
12926,2009-12-14 14:35:00,2010-10-24 15:57:00,4,1523.5900000000001,380.89750000000004,366.95,752.0,63.25,3,United Kingdom,412,315,104.68564814814816,0.0,0.0,0.0,2011-12-10 00:00:00,1,3,4,134,2.67,At Risk
12927,2010-11-10 10:02:00,2010-11-10 10:02:00,1,197.31,197.31,197.31,145.0,11.0,1,United Kingdom,395,1,395.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12928,2010-06-08 10:16:00,2011-11-04 14:24:00,12,4304.89,358.74083333333334,349.52,2899.0,14.916666666666666,9,United Kingdom,36,515,46.74292929292929,0.0,0.0,0.0,2011-12-10 00:00:00,4,5,5,455,4.67,Champions
12929,2011-02-01 12:08:00,2011-02-01 12:08:00,1,117.85,117.85,117.85,37.0,8.0,1,United Kingdom,312,1,312.0,1.0,12.75,0.5,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12930,2011-06-21 13:25:00,2011-09-22 15:18:00,2,415.8,207.9,207.9,252.0,12.5,2,United Kingdom,79,94,93.07847222222223,2.0,5.9,0.5,2011-12-10 00:00:00,3,2,2,322,2.33,Potential Loyalists
12931,2009-12-01 11:46:00,2011-11-18 12:39:00,57,92347.34,1620.1287719298246,417.6,62906.0,3.7719298245614037,19,United Kingdom,22,718,12.804228670634922,14.0,21047.67,0.19718309859154928,2011-12-10 00:00:00,4,5,5,455,4.67,Champions
12932,2010-02-10 08:46:00,2010-06-18 14:22:00,8,1698.56,212.32,161.425,1609.0,11.875,5,United Kingdom,540,129,18.31904761904762,0.0,0.0,0.0,2011-12-10 00:00:00,1,4,4,144,3.0,At Risk
12933,2009-12-10 16:39:00,2011-11-15 16:38:00,8,1636.63,204.57875,215.97,949.0,35.625,6,United Kingdom,25,706,100.7141865079365,3.0,59.75,0.2727272727272727,2011-12-10 00:00:00,4,4,4,444,4.0,Champions
12934,2009-12-03 10:51:00,2009-12-03 10:51:00,1,181.65,181.65,181.65,31.0,2.0,1,United Kingdom,737,1,737.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12935,2010-04-11 15:59:00,2011-12-07 17:25:00,15,4243.86,282.924,310.03,3201.0,16.933333333333334,12,United Kingdom,3,606,43.21855158730159,4.0,61.85,0.21052631578947367,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12936,2011-09-22 13:51:00,2011-11-22 17:32:00,4,1063.9,265.975,92.98,559.0,15.5,2,United Kingdom,18,62,20.38449074074074,1.0,51.0,0.2,2011-12-10 00:00:00,5,3,3,533,3.67,Loyal Customers
12937,2009-12-03 15:43:00,2011-11-24 15:05:00,9,3097.61,344.1788888888889,328.05,1983.0,24.11111111111111,8,United Kingdom,16,722,90.1217013888889,0.0,0.0,0.0,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12938,2011-11-14 11:21:00,2011-11-14 11:21:00,1,114.14,114.14,114.14,140.0,9.0,1,United Kingdom,26,1,26.0,0.0,0.0,0.0,2011-12-10 00:00:00,4,1,1,411,2.0,New or Promising
12939,2010-01-12 11:27:00,2011-10-06 14:33:00,20,25264.8,1263.24,833.76,10328.0,4.3,14,United Kingdom,65,633,33.26995614035088,0.0,0.0,0.0,2011-12-10 00:00:00,3,5,5,355,4.33,Loyal Customers
12940,2011-09-13 10:16:00,2011-10-16 12:09:00,2,899.6899999999999,449.84499999999997,449.84499999999997,404.0,46.0,2,United Kingdom,55,34,33.078472222222224,2.0,37.25,0.5,2011-12-10 00:00:00,4,2,3,423,3.0,New or Promising
12941,2009-12-15 13:12:00,2009-12-15 13:12:00,1,377.49,377.49,377.49,381.0,27.0,1,United Kingdom,725,1,725.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12942,2010-12-09 09:34:00,2011-07-31 14:39:00,3,675.6,225.20000000000002,258.75,198.0,23.333333333333332,3,United Kingdom,132,235,117.10590277777777,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12943,2010-04-13 11:03:00,2010-05-30 13:52:00,2,496.5,248.25,248.25,222.0,12.5,2,United Kingdom,559,48,47.117361111111116,2.0,7.5,0.5,2011-12-10 00:00:00,1,2,2,122,1.67,Hibernating
12944,2010-12-20 10:41:00,2011-11-04 11:04:00,2,604.51,302.255,302.255,289.0,15.0,2,United Kingdom,36,320,319.0159722222222,0.0,0.0,0.0,2011-12-10 00:00:00,4,2,3,423,3.0,New or Promising
12945,2010-02-21 15:18:00,2011-02-24 14:15:00,2,900.11,450.055,450.055,446.0,25.5,2,United Kingdom,289,369,367.95625000000007,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,3,223,2.33,Hibernating
12946,2010-09-29 10:14:00,2010-09-29 10:14:00,1,324.45,324.45,324.45,149.0,20.0,1,United Kingdom,437,1,437.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12947,2010-12-01 16:21:00,2011-07-19 10:06:00,6,1603.99,267.33166666666665,302.64,1165.0,16.166666666666668,5,United Kingdom,144,231,45.94791666666667,5.0,196.7,0.45454545454545453,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12948,2009-12-02 12:28:00,2011-11-23 17:10:00,9,2317.4300000000003,257.49222222222227,209.94,1304.0,13.88888888888889,6,United Kingdom,17,722,90.14947916666667,1.0,11.25,0.1,2011-12-10 00:00:00,5,5,4,554,4.67,Champions
12949,2009-12-03 15:56:00,2011-11-09 11:25:00,22,15526.699999999999,705.7590909090909,675.54,8233.0,32.5,13,United Kingdom,31,707,33.61008597883598,6.0,135.7,0.21428571428571427,2011-12-10 00:00:00,4,5,5,455,4.67,Champions
12950,2011-11-15 13:48:00,2011-12-07 13:17:00,3,1843.0,614.3333333333334,360.0,1380.0,7.666666666666667,2,United Kingdom,3,23,10.989236111111111,0.0,0.0,0.0,2011-12-10 00:00:00,5,3,4,534,4.0,Loyal Customers
12951,2010-01-10 12:43:00,2011-12-01 12:14:00,15,3213.7200000000003,214.24800000000002,188.69,1662.0,12.933333333333334,13,United Kingdom,9,691,49.2842757936508,5.0,49.3,0.25,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12952,2011-09-22 16:37:00,2011-12-04 10:35:00,4,1387.79,346.9475,290.8,653.0,19.75,3,United Kingdom,6,74,24.249537037037033,1.0,4.95,0.2,2011-12-10 00:00:00,5,3,4,534,4.0,Loyal Customers
12953,2010-07-05 13:37:00,2011-11-30 09:24:00,2,828.81,414.405,414.405,364.0,24.0,2,United Kingdom,10,514,512.8243055555556,0.0,0.0,0.0,2011-12-10 00:00:00,5,2,3,523,3.33,New or Promising
12954,2010-03-11 10:16:00,2010-03-11 10:16:00,1,162.45,162.45,162.45,83.0,10.0,1,United Kingdom,639,1,639.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12955,2011-03-17 09:03:00,2011-12-08 16:29:00,11,4757.16,432.4690909090909,355.54,3664.0,16.363636363636363,8,United Kingdom,2,267,26.63097222222222,3.0,22.9,0.21428571428571427,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12956,2009-12-15 19:03:00,2011-02-06 16:08:00,4,521.89,130.4725,122.595,340.0,10.5,3,United Kingdom,307,419,139.29282407407408,0.0,0.0,0.0,2011-12-10 00:00:00,2,3,2,232,2.33,At Risk
12957,2009-12-11 12:01:00,2011-11-30 09:53:00,13,8706.97,669.766923076923,586.52,4686.0,37.69230769230769,10,United Kingdom,10,720,59.909259259259265,8.0,78.55,0.38095238095238093,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12958,2010-05-05 16:22:00,2010-11-04 16:16:00,2,467.34,233.67,233.67,118.0,22.5,2,United Kingdom,401,184,182.99583333333337,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12959,2010-08-12 17:20:00,2010-08-12 17:20:00,1,150.95,150.95,150.95,109.0,8.0,1,United Kingdom,485,1,485.0,1.0,17.6,0.5,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12960,2010-02-16 13:32:00,2010-10-22 09:31:00,4,1322.07,330.5175,366.1,1379.0,17.5,4,United Kingdom,414,249,82.61087962962962,0.0,0.0,0.0,2011-12-10 00:00:00,1,3,4,134,2.67,At Risk
12961,2010-11-25 16:44:00,2010-11-25 16:44:00,1,211.99,211.99,211.99,180.0,37.0,1,United Kingdom,380,1,380.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12962,2011-08-18 13:38:00,2011-12-02 15:55:00,2,266.39,133.195,133.195,129.0,8.0,2,United Kingdom,8,107,106.09513888888888,0.0,0.0,0.0,2011-12-10 00:00:00,5,2,1,521,2.67,New or Promising
12963,2010-07-08 14:45:00,2011-12-01 12:55:00,12,3235.79,269.64916666666664,214.255,1637.0,14.5,8,United Kingdom,9,512,46.44760101010101,2.0,88.79999999999998,0.14285714285714285,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12964,2010-09-28 17:47:00,2010-09-28 17:47:00,1,132.24,132.24,132.24,56.0,26.0,1,United Kingdom,438,1,438.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12965,2011-09-11 15:31:00,2011-09-11 15:31:00,1,769.8100000000001,769.8100000000001,769.8100000000001,282.0,108.0,1,United Kingdom,90,1,90.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,3,313,2.33,Potential Loyalists
12966,2011-11-30 12:38:00,2011-11-30 12:38:00,1,160.18,160.18,160.18,75.0,10.0,1,United Kingdom,10,1,10.0,0.0,0.0,0.0,2011-12-10 00:00:00,5,1,1,511,2.33,New or Promising
12967,2010-11-21 11:03:00,2010-12-16 19:10:00,3,2938.52,979.5066666666667,1277.62,912.0,21.666666666666668,2,United Kingdom,359,26,12.669097222222224,2.0,466.15,0.4,2011-12-10 00:00:00,2,3,5,235,3.33,At Risk
12968,2011-08-19 15:44:00,2011-08-19 15:44:00,1,135.95,135.95,135.95,73.0,5.0,1,United Kingdom,113,1,113.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,1,311,1.67,Potential Loyalists
12969,2010-04-16 10:50:00,2010-04-16 10:50:00,1,122.45,122.45,122.45,55.0,5.0,1,United Kingdom,603,1,603.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12970,2009-12-04 14:19:00,2011-12-02 14:30:00,10,1452.5400000000002,145.25400000000002,51.84,952.0,32.0,4,United Kingdom,8,729,80.88973765432098,0.0,0.0,0.0,2011-12-10 00:00:00,5,5,4,554,4.67,Champions
12971,2009-12-15 19:04:00,2011-12-06 12:20:00,116,15704.6,135.3844827586207,114.495,14306.0,3.5086206896551726,24,United Kingdom,4,722,6.267125603864734,4.0,490.05,0.03333333333333333,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12972,2010-02-16 14:30:00,2010-10-22 08:41:00,4,1161.2,290.3,274.765,844.0,19.25,4,United Kingdom,414,249,82.58587962962963,2.0,45.25,0.3333333333333333,2011-12-10 00:00:00,1,3,3,133,2.33,At Risk
12973,2010-10-22 10:14:00,2010-10-22 10:14:00,1,385.55,385.55,385.55,31.0,6.0,1,United Kingdom,414,1,414.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12974,2010-05-23 11:45:00,2011-05-26 09:33:00,2,408.95,204.475,204.475,104.0,16.0,2,United Kingdom,198,369,367.90833333333336,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12975,2009-12-06 10:38:00,2010-09-29 09:46:00,6,2100.09,350.01500000000004,368.405,911.0,18.666666666666668,3,United Kingdom,437,298,59.39277777777778,2.0,106.1,0.25,2011-12-10 00:00:00,1,4,4,144,3.0,At Risk
12976,2010-02-12 15:46:00,2011-05-12 09:55:00,8,3156.38,394.5475,391.64,2684.0,19.25,7,United Kingdom,212,455,64.82232142857143,0.0,0.0,0.0,2011-12-10 00:00:00,2,4,5,245,3.67,At Risk
12977,2010-07-16 16:25:00,2011-07-06 16:40:00,4,513.88,128.47,112.475,128.0,14.0,2,United Kingdom,157,356,118.33680555555556,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,2,332,2.67,Loyal Customers
12978,2009-12-10 12:10:00,2010-11-19 14:29:00,5,2502.82,500.564,498.63,1394.0,32.4,4,United Kingdom,386,345,86.02413194444445,1.0,6.75,0.16666666666666666,2011-12-10 00:00:00,2,4,4,244,3.33,At Risk
12979,2009-12-10 15:45:00,2009-12-10 15:45:00,1,517.7,517.7,517.7,520.0,56.0,1,United Arab Emirates,730,1,730.0,1.0,38.16,0.5,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12980,2009-12-02 11:26:00,2011-07-05 09:34:00,21,16245.78,773.6085714285715,790.8,1910.0,2.4761904761904763,18,United Kingdom,158,581,28.996111111111112,5.0,336.39,0.19230769230769232,2011-12-10 00:00:00,3,5,5,355,4.33,Loyal Customers
12981,2011-07-29 14:14:00,2011-11-10 12:00:00,2,372.22,186.11,186.11,242.0,10.0,2,United Kingdom,30,105,103.90694444444445,0.0,0.0,0.0,2011-12-10 00:00:00,4,2,2,422,2.67,New or Promising
12982,2010-04-12 13:50:00,2011-04-11 11:51:00,8,2744.81,343.10125,335.125,1729.0,22.25,7,United Kingdom,243,365,51.988194444444446,9.0,182.69,0.5294117647058824,2011-12-10 00:00:00,2,4,4,244,3.33,At Risk
12983,2010-04-20 12:58:00,2010-04-20 12:58:00,1,490.08,490.08,490.08,638.0,30.0,1,United Kingdom,599,1,599.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12984,2011-11-21 12:37:00,2011-11-21 12:37:00,1,97.5,97.5,97.5,26.0,4.0,1,United Kingdom,19,1,19.0,0.0,0.0,0.0,2011-12-10 00:00:00,5,1,1,511,2.33,New or Promising
12985,2011-11-11 12:44:00,2011-12-09 10:46:00,2,1239.38,619.69,619.69,1533.0,38.0,2,United Kingdom,1,29,27.918055555555554,1.0,23.76,0.3333333333333333,2011-12-10 00:00:00,5,2,4,524,3.67,New or Promising
12986,2010-01-21 10:45:00,2010-10-07 11:57:00,10,2729.84,272.98400000000004,301.135,1164.0,10.2,6,United Kingdom,429,260,28.783333333333335,2.0,731.5,0.16666666666666666,2011-12-10 00:00:00,1,5,4,154,3.33,At Risk
12987,2010-01-20 09:57:00,2011-09-27 12:03:00,5,1312.21,262.442,282.33,585.0,13.2,5,United Kingdom,74,616,153.771875,1.0,13.7,0.16666666666666666,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12988,2011-02-20 14:31:00,2011-02-20 14:31:00,1,505.82,505.82,505.82,126.0,75.0,1,United Kingdom,293,1,293.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,2,212,1.67,Hibernating
